,DATE,SEX,AGE,AREA,INCOME,SEOUL,GYEONGI,BUSAN,CHUNGNAM,CHUNGBUK,GYEONGNAM,GYEONGBUK,JEONNAM,JEONBUK,GANGWON,JEJU
408,20221010,1,1,5,4,4,4,4,3,3,2,3,2,1,3,4
409,20221010,1,0,1,2,2,2,3,2,2,2,2,2,2,3,3
410,20221010,0,0,1,2,3,3,3,2,2,3,1,1,1,3,4
411,20221010,0,2,4,3,1,3,3,2,1,3,1,2,2,3,3
412,20221010,1,2,2,3,4,3,2,2,2,2,2,3,2,2,3
413,20221010,0,4,0,2,1,2,1,1,2,2,1,0,1,3,1
414,20221010,1,2,11,1,2,4,3,2,3,2,4,3,2,3,3
415,20221010,1,4,11,2,1,1,2,3,3,3,1,1,3,3,3
416,20221010,0,4,2,2,2,2,0,1,0,0,0,3,3,0,3
417,20221010,0,2,1,4,1,1,3,3,1,2,2,2,2,2,3
419,20221010,1,2,1,1,3,2,2,2,2,3,2,4,2,2,1
420,20221010,1,4,1,3,2,2,2,2,3,2,2,2,2,3,2
421,20221010,1,4,11,2,1,1,1,1,3,3,3,2,1,1,1
422,20221010,0,3,2,3,0,0,0,2,0,0,0,0,0,3,3
423,20221010,1,4,1,3,2,3,2,2,3,2,3,2,2,2,3
424,20221010,0,3,1,3,2,2,2,2,0,1,2,3,1,3,3
425,20221010,0,1,12,2,2,1,2,1,1,0,0,3,2,2,2
427,20221010,0,2,10,3,2,2,3,3,3,3,2,3,2,4,3
428,20221010,1,3,2,2,3,2,2,2,2,2,2,3,2,2,3
429,20221010,0,3,12,1,2,2,2,2,2,2,2,2,2,2,2
430,20221010,0,3,15,3,2,2,3,2,2,2,2,1,1,3,2
431,20221010,1,0,2,2,4,3,3,3,2,1,3,4,3,2,4
432,20221010,0,3,5,4,2,2,2,1,1,3,2,4,3,2,0
433,20221010,1,1,10,2,1,2,3,1,2,2,3,2,3,4,3
434,20221010,0,4,13,3,1,1,1,1,1,1,2,1,1,2,2
435,20221010,0,3,1,4,2,2,3,1,2,4,2,3,3,2,0
436,20221010,0,3,9,3,2,2,2,2,2,2,2,2,2,2,3
438,20221010,0,1,2,3,2,2,1,2,2,1,1,2,2,2,3
439,20221010,0,1,9,2,2,2,3,2,3,2,3,2,2,3,3
440,20221010,0,3,10,4,2,3,3,2,2,3,2,3,2,3,2
441,20221010,1,4,0,2,4,2,3,2,1,1,1,1,1,1,3
442,20221010,0,4,6,2,3,3,3,2,3,2,2,3,3,2,2
443,20221010,1,3,7,1,3,3,3,3,2,3,2,2,3,2,3
444,20221010,1,2,1,3,2,3,3,1,3,3,1,0,2,3,4
446,20221010,0,3,5,3,2,1,2,2,3,2,2,1,1,3,3
447,20221010,0,2,10,1,1,2,2,2,0,0,0,0,0,3,3
449,20221010,1,3,7,2,1,1,3,2,2,3,3,2,2,2,0
450,20221010,1,3,7,4,3,3,3,3,3,3,3,3,3,3,4
451,20221010,1,0,5,2,4,4,4,2,2,2,2,2,2,4,4
453,20221010,0,1,14,1,3,0,3,2,0,0,1,3,2,4,4
454,20221010,0,3,14,4,2,2,3,2,2,2,2,2,2,3,2
455,20221010,1,2,10,4,3,4,2,3,3,2,2,2,2,3,2
456,20221010,0,1,11,1,0,1,0,0,0,0,0,1,0,0,0
457,20221010,1,1,0,1,2,2,2,2,2,2,2,2,2,0,1
458,20221010,0,2,7,2,2,2,2,2,2,2,2,2,2,2,2
459,20221010,1,3,14,4,3,2,4,2,2,2,2,2,2,4,4
460,20221010,0,4,1,4,2,2,2,2,2,2,2,2,1,4,3
461,20221010,1,2,6,2,1,1,3,1,2,3,3,3,1,2,2
462,20221010,0,4,1,2,3,3,4,3,3,3,3,4,4,4,4
463,20221010,0,3,7,1,2,2,2,2,2,2,2,2,2,3,3
464,20221010,1,0,5,2,4,3,2,1,2,3,2,1,2,4,3
465,20221010,1,3,11,2,3,3,2,2,2,3,2,3,3,2,3
466,20221010,0,2,7,2,3,3,2,3,2,3,2,3,2,3,3
467,20221010,0,2,10,2,1,4,2,3,2,4,2,4,2,3,1
468,20221010,1,0,1,1,3,3,3,2,2,2,3,2,2,2,4
469,20221010,0,3,9,3,3,3,3,3,3,2,3,3,3,3,3
470,20221010,1,4,2,2,1,3,3,0,0,0,2,0,2,2,3
471,20221010,0,4,1,4,2,3,2,2,2,2,1,3,4,4,3
472,20221010,1,0,2,1,4,2,3,1,1,2,3,1,2,4,4
473,20221010,1,3,14,4,2,2,3,2,2,2,2,2,2,2,3
474,20221010,0,3,7,2,3,2,2,3,3,1,1,3,2,4,3
475,20221010,1,4,1,4,2,2,3,2,2,2,2,2,2,3,2
476,20221010,0,4,6,2,1,2,1,3,3,2,2,3,3,4,3
477,20221010,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2
478,20221010,0,3,10,3,2,2,2,2,2,2,2,2,2,2,2
479,20221010,0,3,5,1,1,0,2,1,1,2,2,1,0,2,2
480,20221010,0,3,1,2,2,2,3,2,3,3,3,2,2,3,2
481,20221010,1,2,12,3,3,3,0,3,2,0,0,3,2,1,3
483,20221010,1,4,0,3,1,2,3,2,2,2,2,2,2,2,3
484,20221010,0,4,2,3,2,2,2,2,2,2,2,2,0,2,2
485,20221010,0,3,1,1,4,3,2,3,3,1,2,2,4,2,0
486,20221010,1,2,1,1,4,4,3,3,2,2,2,2,2,2,4
487,20221010,1,2,1,2,2,2,3,2,2,2,2,3,2,2,3
488,20221010,1,1,10,3,2,3,3,2,2,2,2,2,2,2,4
489,20221010,1,3,7,3,4,4,3,3,3,3,3,3,3,3,4
490,20221010,1,3,12,3,3,3,3,3,3,3,3,3,3,4,2
491,20221010,0,3,1,3,0,1,3,0,0,2,0,4,4,4,2
492,20221010,0,1,1,4,2,2,1,2,2,1,1,2,3,3,3
493,20221010,1,3,2,3,3,3,2,2,2,2,2,1,1,3,3
495,20221010,1,4,8,4,2,4,3,2,2,2,2,3,2,3,2
496,20221017,1,4,8,3,3,3,3,3,3,3,3,3,3,4,4
497,20221017,1,4,8,2,4,2,3,2,2,2,3,4,2,2,3
498,20221017,1,4,8,3,2,3,2,2,2,2,2,3,2,2,2
499,20221017,1,4,8,2,3,3,3,3,3,3,3,3,3,2,3
500,20221017,1,4,8,2,2,2,3,2,2,3,2,3,2,3,3
501,20221017,1,3,8,4,2,4,1,2,2,0,1,2,1,3,3
502,20221017,1,3,8,2,1,2,3,2,2,3,1,1,1,3,3
503,20221017,1,3,8,3,2,1,2,2,2,3,3,3,3,3,0
504,20221017,1,3,1,3,3,3,2,2,3,2,2,2,2,2,3
505,20221017,1,3,1,1,3,2,3,2,3,0,2,0,1,4,4
506,20221017,1,3,1,2,2,1,2,1,1,2,1,2,1,1,1
507,20221017,1,3,1,4,2,2,3,2,2,2,2,2,3,3,1
508,20221017,1,3,1,2,3,2,3,3,3,3,3,3,3,3,4
509,20221017,1,3,1,1,2,3,1,2,2,1,1,2,2,3,3
510,20221017,1,3,1,4,2,2,2,2,2,2,2,2,2,2,2
511,20221017,1,2,15,1,3,3,4,1,0,2,2,2,2,4,4
512,20221017,1,2,11,2,0,1,2,0,0,0,0,0,3,1,3
514,20221017,1,1,1,4,1,1,2,2,2,2,2,3,2,3,4
515,20221017,1,1,1,1,4,2,4,2,3,2,3,0,0,3,4
517,20221017,1,1,1,1,2,2,3,3,3,2,3,3,2,3,3
518,20221017,1,1,8,2,3,0,2,3,2,1,2,0,3,1,1
519,20221017,1,1,8,4,2,2,3,2,2,2,2,3,3,4,4
520,20221017,1,1,8,2,2,2,3,2,2,2,2,2,2,3,3
521,20221017,1,1,8,2,2,2,4,2,2,2,2,2,2,3,4
522,20221017,1,1,8,1,2,2,3,2,2,3,2,2,2,2,2
523,20221017,1,1,12,4,2,2,3,1,1,2,1,2,3,0,0
524,20221017,1,1,12,4,4,4,4,4,4,4,4,4,4,4,4
525,20221017,1,0,1,2,2,2,3,2,2,2,2,2,2,0,2
526,20221017,1,0,1,4,1,2,2,2,1,3,4,3,3,3,4
527,20221017,1,0,1,3,0,1,1,0,1,0,0,1,0,4,3
528,20221017,1,0,1,4,2,2,3,2,2,2,2,2,2,3,3
529,20221017,1,0,1,4,2,2,3,4,2,2,2,3,2,2,4
530,20221017,1,0,1,4,2,2,4,3,3,3,3,3,3,3,4
531,20221017,1,0,1,2,2,2,4,3,2,2,2,2,3,2,4
532,20221017,1,0,1,4,2,2,2,2,2,2,2,2,2,2,2
533,20221017,1,0,7,2,4,2,2,1,2,2,2,1,0,3,4
534,20221017,1,0,7,4,4,3,2,3,3,3,2,2,1,3,2
535,20221017,0,4,1,2,2,2,3,0,1,2,2,2,1,2,3
536,20221017,0,4,1,3,3,3,3,3,3,4,3,3,3,4,2
537,20221017,0,4,1,2,2,3,2,1,1,1,2,0,0,1,3
538,20221017,0,4,1,2,1,2,2,1,2,3,2,0,0,3,2
539,20221017,0,4,1,3,2,3,3,2,2,2,3,2,2,3,3
540,20221017,0,4,1,2,0,1,1,2,2,1,1,2,3,2,2
541,20221017,0,3,15,1,2,3,2,3,2,2,2,2,2,4,3
542,20221017,0,3,15,4,2,2,2,2,2,2,2,3,2,2,2
543,20221017,0,2,1,3,2,2,1,2,1,1,1,1,2,2,2
544,20221017,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2
545,20221017,0,2,1,3,2,2,3,0,0,0,0,0,0,3,4
546,20221017,0,2,1,3,1,2,2,2,2,2,2,2,2,3,2
547,20221017,0,2,1,3,3,3,3,2,2,2,2,3,3,3,4
548,20221017,0,2,1,3,2,2,2,2,2,2,2,3,2,3,1
549,20221017,0,2,8,2,2,3,3,2,2,2,3,3,2,2,2
550,20221017,0,2,8,2,4,4,4,2,2,2,3,2,4,4,4
551,20221017,0,2,8,4,2,0,3,2,2,1,2,2,1,3,3
552,20221017,0,2,8,3,2,2,2,2,2,2,2,2,2,4,3
553,20221017,0,2,8,2,2,2,2,2,2,2,2,2,2,2,2
554,20221017,0,2,8,4,1,1,3,1,1,3,4,2,3,3,1
555,20221017,0,1,7,2,3,2,3,2,2,2,2,2,2,2,2
556,20221017,0,1,7,3,2,2,2,2,2,2,2,3,3,3,1
557,20221017,0,1,7,1,3,3,2,2,2,2,2,2,2,2,3
558,20221017,0,0,1,1,4,2,2,2,2,1,1,2,2,2,1
559,20221017,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2
560,20221017,0,0,1,1,3,3,2,1,3,1,2,2,2,3,2
561,20221017,0,0,1,4,3,2,3,2,2,2,2,2,2,2,3
562,20221017,0,0,1,4,2,2,3,2,2,2,2,2,2,2,2
563,20221017,0,0,1,4,4,4,3,2,3,3,3,2,2,2,4
565,20221017,0,4,8,2,2,2,2,2,3,2,2,2,3,4,2
566,20221017,0,0,8,1,2,2,2,2,2,2,2,1,1,3,3
567,20221017,1,0,8,4,2,2,2,3,3,3,3,2,2,2,0
568,20221017,0,1,8,4,2,2,2,2,2,2,2,2,2,2,2
569,20221017,0,0,8,1,2,2,1,2,2,2,2,2,2,2,2
572,20221017,0,3,10,2,0,1,2,3,2,2,2,2,2,2,3
573,20221017,1,3,11,2,2,3,2,2,3,2,2,3,2,2,3
574,20221017,0,3,1,4,2,2,2,2,2,2,2,2,2,2,2
575,20221017,0,3,2,4,3,2,2,3,3,2,1,2,2,3,3
576,20221017,1,4,15,1,1,1,1,1,3,0,2,2,1,1,3
577,20221017,0,2,2,2,3,3,1,4,3,2,0,2,2,2,3
578,20221017,1,2,14,3,0,0,4,0,1,3,0,2,0,3,3
579,20221017,1,0,0,2,3,3,3,3,3,1,1,2,1,3,4
581,20221017,0,3,13,4,2,0,3,2,2,3,4,0,1,3,2
582,20221017,0,1,15,2,3,0,3,3,4,1,1,0,0,2,2
583,20221017,1,0,0,3,3,2,3,2,2,2,3,2,2,2,4
584,20221017,1,1,3,3,4,4,4,3,2,3,2,2,2,3,4
585,20221017,0,1,1,2,3,2,4,2,2,3,3,2,2,2,4
586,20221017,0,4,4,4,1,1,3,1,1,1,1,1,2,2,0
588,20221017,0,3,6,1,3,2,3,0,0,2,3,3,3,3,4
589,20221017,1,2,5,1,3,3,3,3,3,3,3,3,3,3,4
591,20221017,0,1,1,1,3,2,4,0,2,1,1,4,2,3,0
592,20221017,1,2,1,4,0,0,4,1,1,3,0,2,1,3,3
593,20221017,1,4,6,1,1,1,2,1,2,3,2,2,1,3,4
594,20221017,0,4,8,4,1,1,1,1,1,1,1,1,1,0,0
595,20221017,1,0,10,1,3,2,2,3,2,1,3,2,2,2,3
596,20221017,0,0,15,2,3,1,3,2,2,1,2,0,2,3,3
597,20221017,1,4,1,4,2,2,4,3,3,3,4,2,1,3,4
598,20221017,0,3,1,2,1,0,1,0,1,0,0,0,1,0,0
599,20221017,1,3,5,4,3,2,3,2,2,2,3,2,2,3,3
600,20221017,1,4,2,3,3,1,2,1,1,1,1,1,1,3,2
601,20221017,0,3,5,2,2,2,2,2,2,2,2,2,2,3,3
602,20221017,1,2,5,1,3,2,3,3,2,2,0,2,2,2,3
603,20221017,0,4,3,1,3,3,3,3,3,4,2,4,4,3,4
604,20221017,1,4,11,3,1,1,2,1,0,2,1,2,2,3,3
605,20221017,0,4,14,2,3,3,2,3,2,2,2,1,1,4,2
606,20221017,0,2,3,3,3,2,2,1,1,3,2,2,1,3,3
607,20221017,1,2,7,3,2,1,2,1,1,3,2,3,2,4,3
608,20221017,1,2,1,4,2,3,2,2,2,2,2,2,2,3,4
609,20221017,0,3,8,4,2,2,2,2,2,2,2,2,2,3,2
610,20221017,1,2,4,2,2,2,0,2,2,0,0,2,2,1,3
611,20221017,1,4,1,4,2,2,1,3,2,2,3,2,3,3,2
612,20221017,0,3,1,4,1,3,3,1,2,2,1,1,1,3,3
613,20221017,1,2,10,2,3,3,2,2,2,2,2,2,2,2,3
614,20221017,1,3,2,4,2,1,3,1,1,2,3,0,1,3,2
615,20221017,0,0,1,2,2,2,2,2,2,2,1,2,2,2,3
616,20221017,1,1,15,3,0,0,0,0,0,0,0,0,0,0,0
617,20221017,1,4,7,1,4,0,4,3,4,3,3,0,0,4,4
618,20221017,1,4,10,2,2,2,0,2,0,2,0,2,2,0,0
619,20221017,0,4,2,1,3,2,3,2,1,2,2,1,1,2,4
620,20221017,1,2,1,3,2,3,3,2,2,1,2,2,2,3,4
621,20221017,0,1,0,3,2,1,3,2,1,2,1,1,1,0,3
622,20221017,1,0,8,4,2,3,2,3,2,2,2,2,2,2,1
623,20221017,0,3,1,4,2,2,2,2,3,3,4,2,2,3,2
624,20221017,0,4,9,2,2,2,3,3,3,2,2,2,2,1,3
625,20221017,0,1,9,4,1,2,3,1,3,2,1,1,1,2,3
626,20221017,1,1,14,2,2,0,3,1,1,2,2,3,2,3,4
627,20221017,1,4,10,2,3,3,2,2,2,2,2,2,2,3,2
628,20221017,1,1,10,3,2,1,3,2,2,2,3,3,3,2,1
629,20221017,0,3,1,3,0,2,2,2,2,0,0,1,0,2,3
630,20221017,1,0,8,4,4,3,4,4,4,3,3,3,4,4,4
631,20221017,1,2,7,1,0,0,1,0,0,0,0,0,0,0,0
632,20221017,0,2,13,2,3,1,2,0,1,3,2,0,0,4,3
633,20221017,0,4,2,4,4,3,3,3,3,2,3,3,3,4,4
634,20221017,0,3,1,3,0,1,3,2,3,3,2,2,2,2,2
636,20221017,1,2,7,3,3,2,2,2,3,2,2,2,3,2,3
637,20221017,0,1,1,2,2,2,4,3,2,2,0,3,2,3,4
638,20221017,1,2,12,4,3,3,3,2,2,2,2,2,4,2,3
639,20221017,1,0,14,2,3,2,0,0,2,3,0,0,4,0,4
640,20221017,0,3,1,3,2,1,3,2,2,1,2,2,2,3,3
641,20221017,0,2,5,2,2,1,3,3,3,1,3,1,1,4,4
642,20221017,1,0,15,4,4,1,2,1,2,2,3,3,3,1,2
643,20221017,0,0,2,2,2,2,2,2,2,2,2,2,2,2,3
644,20221017,0,2,7,4,3,3,2,3,3,4,3,3,3,4,4
645,20221017,1,1,4,2,2,2,2,2,2,2,2,2,2,2,4
646,20221017,1,2,3,1,2,3,2,2,2,2,0,2,2,4,0
647,20221017,0,2,4,2,2,2,3,1,1,1,1,1,1,1,3
648,20221017,1,3,0,3,2,2,2,2,2,1,2,3,2,2,2
649,20221017,1,4,14,2,2,2,3,2,2,3,2,2,2,2,4
650,20221017,0,3,6,2,2,2,3,2,2,2,2,2,2,3,4
651,20221017,0,2,2,2,2,2,2,0,2,2,2,3,0,3,1
652,20221017,0,0,8,4,3,3,2,2,2,1,2,2,2,2,2
653,20221017,1,1,9,3,2,2,3,2,2,1,2,1,1,1,3
654,20221017,1,4,0,2,3,3,2,4,1,3,2,3,3,2,2
655,20221017,0,3,8,3,2,2,2,2,2,2,2,2,2,3,2
656,20221017,0,1,12,4,0,2,3,0,0,0,0,3,2,4,4
657,20221017,1,2,2,3,4,2,2,2,2,1,2,3,2,2,4
658,20221017,1,2,14,4,4,3,3,2,3,2,2,3,2,3,4
659,20221017,1,4,2,1,3,3,3,3,2,3,3,3,4,3,3
660,20221017,1,4,4,1,2,2,2,2,2,2,2,3,2,3,2
661,20221017,0,2,0,2,2,2,2,2,2,2,0,0,1,2,1
662,20221017,0,3,6,3,2,2,2,2,2,2,2,2,2,2,3
663,20221017,0,3,10,3,1,2,1,1,1,2,2,3,2,2,2
664,20221017,1,2,14,3,3,2,4,2,3,2,2,2,2,4,4
665,20221017,1,0,0,1,2,2,4,2,2,1,2,2,2,2,2
666,20221017,0,0,5,1,3,3,3,2,1,2,2,2,1,1,2
667,20221017,0,4,8,4,2,2,3,3,2,3,3,2,2,3,3
669,20221017,0,2,2,2,0,0,0,0,0,0,0,1,0,1,2
670,20221017,1,4,11,2,3,2,2,3,3,2,0,3,3,3,0
671,20221017,0,0,8,2,3,2,3,2,2,2,3,2,2,2,3
672,20221017,1,3,5,3,2,1,2,1,1,2,1,1,1,2,2
673,20221017,0,4,5,3,1,2,2,2,2,2,3,2,2,2,2
674,20221017,1,0,10,4,2,2,3,2,2,3,2,2,2,2,3
675,20221017,0,1,10,4,1,1,2,1,1,3,3,2,2,3,3
676,20221017,0,0,1,4,2,2,2,2,2,2,2,2,2,2,2
677,20221017,0,0,11,4,2,2,2,2,2,2,2,2,2,2,2
678,20221017,0,0,10,4,2,1,2,2,2,2,2,2,2,2,2
679,20221017,0,1,15,2,2,2,2,2,2,0,2,2,4,2,2
680,20221017,1,3,7,3,2,2,1,2,2,2,2,2,2,2,3
681,20221017,0,4,0,2,2,2,1,2,2,1,1,1,3,3,4
682,20221017,1,3,2,4,2,2,2,2,2,2,2,3,3,3,1
683,20221017,0,2,2,1,0,0,0,0,0,1,2,0,0,0,4
685,20221017,0,3,8,2,2,2,2,2,2,3,3,3,3,3,4
686,20221017,0,1,1,4,3,2,3,2,2,2,2,2,2,3,2
687,20221017,0,1,5,4,2,2,2,2,2,2,2,2,2,2,2
688,20221017,1,3,2,3,3,2,2,2,2,2,2,2,2,2,3
689,20221017,0,4,0,2,3,2,4,2,4,3,3,2,2,3,4
690,20221017,0,1,10,2,3,3,2,3,1,0,1,2,3,2,2
691,20221017,0,3,8,4,1,2,3,2,2,2,2,3,1,3,3
692,20221017,1,4,12,1,1,2,2,2,2,1,2,3,3,2,3
693,20221017,0,3,10,3,2,3,2,2,2,2,2,2,2,3,2
694,20221017,0,0,15,4,2,2,2,2,2,2,2,2,2,2,3
695,20221017,1,2,2,3,4,2,2,2,2,2,2,2,4,3,2
696,20221017,0,2,10,2,1,2,1,1,2,0,0,3,3,3,4
697,20221017,1,3,4,3,2,2,2,2,2,2,2,2,2,2,2
698,20221017,1,2,14,2,3,3,2,3,1,0,0,1,3,3,1
699,20221017,0,1,3,1,2,2,2,2,0,2,2,2,3,3,2
700,20221017,0,3,1,4,2,2,2,2,2,2,2,3,2,2,3
701,20221017,1,2,1,2,2,2,3,2,2,2,2,3,2,3,4
702,20221017,0,3,10,1,2,2,2,2,2,2,2,2,2,3,3
703,20221017,0,1,9,4,4,2,2,2,2,2,2,2,2,2,4
704,20221017,1,3,3,4,2,2,4,3,3,3,2,2,3,3,3
705,20221017,0,1,1,3,3,3,3,3,3,3,3,3,3,3,3
706,20221017,1,3,9,4,3,0,3,0,0,3,0,3,3,4,3
707,20221017,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
708,20221017,1,1,11,1,3,3,3,3,3,3,3,3,3,3,3
709,20221017,1,4,2,1,4,4,1,2,2,2,1,3,3,2,2
711,20221017,0,1,6,3,3,1,3,2,1,3,3,1,2,3,2
712,20221017,0,3,3,3,3,2,2,2,2,2,2,2,2,2,3
713,20221017,0,3,10,2,0,0,1,1,2,1,1,3,1,3,3
714,20221017,1,1,0,1,1,2,3,2,2,2,0,2,2,2,1
715,20221017,0,2,14,3,0,1,2,3,3,2,3,2,2,3,2
716,20221017,0,0,1,2,2,2,3,2,2,2,2,2,2,3,4
717,20221017,0,3,14,3,3,2,3,2,2,3,2,2,2,2,3
718,20221017,1,0,8,2,2,3,4,2,2,3,2,2,2,3,4
719,20221017,0,4,10,2,1,2,2,2,2,1,1,2,1,3,2
721,20221017,1,2,2,3,3,1,1,3,3,3,3,3,3,3,0
723,20221017,0,4,8,3,3,3,4,2,2,2,2,4,3,2,3
725,20221017,0,1,1,4,2,3,4,2,1,0,2,2,2,1,4
726,20221017,1,0,12,1,2,2,3,1,1,3,1,1,2,2,2
727,20221017,0,1,11,3,3,2,2,2,2,2,2,2,2,2,3
728,20221017,1,0,14,1,3,3,3,1,1,3,3,0,3,3,3
729,20221017,0,3,8,4,2,2,3,1,1,3,1,3,2,2,3
730,20221017,0,3,1,4,2,0,3,1,1,1,1,1,1,3,2
731,20221017,0,3,8,4,3,1,1,1,3,1,3,1,2,2,1
732,20221017,0,0,5,1,2,2,2,2,2,2,2,2,2,2,2
733,20221017,0,2,5,4,4,2,4,2,2,2,3,2,2,2,2
734,20221017,1,2,14,4,2,3,2,2,2,3,3,1,2,4,2
736,20221017,1,2,6,2,2,3,4,2,2,3,4,2,2,1,2
737,20221017,1,2,1,4,2,2,3,2,2,1,2,2,3,3,3
738,20221017,0,0,1,1,0,1,1,1,1,1,1,1,1,2,1
739,20221017,1,3,12,3,3,3,3,3,3,2,2,2,2,3,3
740,20221017,0,3,4,4,0,1,2,2,2,2,2,2,2,3,2
741,20221017,0,4,8,2,1,3,2,3,3,4,2,2,0,4,4
742,20221017,1,4,1,2,2,2,2,2,2,2,2,2,2,2,3
743,20221017,0,0,1,3,2,2,2,2,2,2,2,2,2,3,3
744,20221017,1,2,1,4,2,4,3,1,1,4,2,3,2,4,4
745,20221024,1,4,8,3,2,3,2,2,2,2,3,1,1,3,3
746,20221024,1,4,8,3,2,2,2,2,2,2,2,2,2,3,2
747,20221024,1,4,8,2,2,4,2,4,4,2,1,2,2,2,2
748,20221024,1,4,8,3,2,2,2,2,2,2,2,4,3,3,3
749,20221024,1,4,8,4,2,2,2,2,0,3,2,2,0,3,2
750,20221024,1,4,8,3,4,3,3,2,2,2,2,3,2,3,4
751,20221024,1,4,4,4,4,3,4,2,2,2,2,2,2,4,2
752,20221024,1,4,4,4,2,3,2,2,2,2,2,3,3,3,3
753,20221024,1,3,1,4,3,3,3,2,2,2,2,2,2,2,4
754,20221024,1,3,1,4,2,3,2,3,3,4,2,3,3,4,1
755,20221024,1,3,1,3,1,2,0,0,0,0,0,2,1,0,1
756,20221024,1,3,1,2,2,2,2,2,2,2,2,3,3,3,4
757,20221024,1,3,1,2,1,3,3,3,3,2,3,3,3,3,4
758,20221024,1,3,1,4,2,2,2,2,2,2,2,2,2,3,3
759,20221024,1,3,1,2,2,2,2,2,3,2,2,2,3,2,3
760,20221024,1,3,7,2,4,3,2,2,2,1,2,3,2,3,0
761,20221024,1,3,7,4,2,2,2,2,2,2,2,2,2,2,3
762,20221024,1,3,7,3,2,2,2,2,2,2,2,2,2,2,2
763,20221024,1,3,10,2,2,2,3,2,2,3,1,2,2,3,3
764,20221024,1,3,10,4,2,2,2,2,2,2,2,0,1,2,2
765,20221024,1,3,10,4,1,3,3,1,3,2,2,2,2,4,4
766,20221024,1,2,8,3,2,3,3,2,3,2,2,3,3,3,1
767,20221024,1,2,8,2,2,2,2,1,1,1,2,1,1,2,3
768,20221024,1,2,8,4,2,2,3,2,2,2,2,2,2,3,3
769,20221024,1,2,8,3,2,3,1,3,3,2,1,3,2,2,3
770,20221024,1,2,8,4,3,3,3,2,2,2,2,2,3,4,3
771,20221024,1,2,8,1,2,2,4,0,0,2,3,3,3,3,1
772,20221024,1,2,6,2,0,0,0,2,0,0,0,0,0,0,0
773,20221024,1,2,2,3,4,3,2,3,3,2,2,1,0,1,4
774,20221024,1,2,2,1,2,3,2,3,2,3,3,2,2,3,3
776,20221024,1,1,8,2,2,2,3,1,1,2,1,2,2,3,4
777,20221024,1,1,8,2,2,2,4,2,2,2,2,2,3,3,4
778,20221024,1,1,8,4,0,0,4,2,2,4,3,2,2,2,1
779,20221024,1,1,1,3,2,2,3,2,3,2,2,2,1,2,4
780,20221024,1,1,1,3,2,1,2,2,2,1,2,2,1,3,4
782,20221024,1,1,1,3,2,1,3,2,2,3,3,4,3,3,1
783,20221024,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2
784,20221024,1,1,9,3,3,2,2,2,2,2,2,2,2,4,2
785,20221024,1,1,9,4,2,2,2,2,2,2,2,2,2,3,2
786,20221024,1,0,8,1,3,1,3,2,1,1,1,1,1,3,3
789,20221024,1,0,8,3,3,2,4,1,1,4,4,3,2,4,4
791,20221024,0,4,8,3,3,2,2,2,3,1,1,2,1,2,2
792,20221024,0,4,8,4,2,2,2,2,2,1,1,2,1,2,2
793,20221024,0,4,8,4,2,2,2,1,2,1,2,2,2,1,1
794,20221024,0,4,3,4,2,2,2,2,2,2,2,2,2,2,3
795,20221024,0,4,3,2,2,2,2,2,2,2,1,2,2,2,2
796,20221024,0,4,3,3,3,3,3,3,2,3,2,2,2,3,3
797,20221024,0,4,3,3,2,3,3,2,3,1,1,3,3,3,3
798,20221024,0,4,3,2,4,2,3,2,1,3,2,2,3,4,3
799,20221024,0,3,6,1,0,1,3,1,1,1,2,2,2,3,2
800,20221024,0,3,6,4,1,1,2,2,2,2,3,3,2,3,1
801,20221024,0,2,8,4,2,2,3,3,2,2,2,3,3,3,2
802,20221024,0,2,8,4,2,3,2,2,2,0,0,2,2,2,1
803,20221024,0,2,8,3,0,2,0,2,1,0,0,3,3,0,1
804,20221024,0,2,8,1,2,2,3,2,3,3,2,2,2,3,3
805,20221024,0,1,1,1,3,2,1,3,2,2,1,2,2,1,3
806,20221024,0,1,1,2,2,2,2,1,2,2,2,1,2,2,3
807,20221024,0,1,1,3,0,2,2,2,3,1,0,3,3,4,4
808,20221024,0,1,1,2,1,2,1,1,1,1,1,1,1,0,1
809,20221024,0,1,1,3,0,2,2,2,2,1,2,2,2,2,3
810,20221024,0,0,8,4,2,2,3,2,2,2,2,2,2,3,0
812,20221024,0,0,8,4,2,1,3,1,2,1,1,1,1,1,3
813,20221024,0,0,8,3,2,2,3,2,2,2,2,2,2,3,4
814,20221024,0,0,8,3,2,1,1,1,1,1,1,1,1,1,2
816,20221024,0,0,8,1,4,4,4,4,4,4,4,4,4,4,4
817,20221024,0,0,8,1,2,2,2,2,3,2,2,2,2,2,2
818,20221024,0,0,1,2,4,4,4,4,4,4,4,4,4,4,4
819,20221024,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0
820,20221024,0,0,1,4,2,3,3,2,2,2,2,2,2,2,4
821,20221024,0,3,8,4,2,2,2,2,2,2,2,3,2,3,2
822,20221024,0,3,8,4,2,2,2,2,2,2,2,1,2,2,1
824,20221024,1,1,15,4,2,1,2,2,2,2,3,3,2,3,2
825,20221024,0,1,11,3,3,2,2,2,2,2,2,2,2,2,3
